thickness,subunit_segments,tilt,pdb_code,membrane_topology_in,membrane_topology_out,group
31.2,78.0,0.0,6B3R,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,1K4C,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,2BOB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,2ITC,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,8.0,0.0,3EFF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,8.0,1.0,3PJS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,3IGA,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,8.0,0.0,3F5W,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,3HPL,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,3OR7,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,4MSW,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,2JK5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,5EC1,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,8.0,0.0,5VK6,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,6NFU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,11.0,0.0,7M2H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,14.0,0.0,7MHR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.7,8.0,0.0,6BY2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,8.0,5.0,6PIS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,8.0,6.0,4I9W,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,8.0,2.0,4WFF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,0.0,4.0,7LJ5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,24.0,0.0,7FHK,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.5,12.0,0.0,2A0L,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,2A79,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,24.0,0.0,2R9R,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
20.2,16.0,10.0,6WUH,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.0,24.0,0.0,5A6E,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,10.0,0.0,6SUF,inner side,outer side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,19.0,9.0,5DOQ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,24.0,0.0,6N4I,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,4.0,5.0,4G7V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,21.0,0.0,5H35,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,24.0,0.0,5V4S,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.6,23.0,0.0,8BX7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,24.0,0.0,7KR5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,24.0,0.0,6JI8,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,4.0,11.0,6C5W,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,32.0,0.0,6NJL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,34.0,0.0,7LEP,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,3.0,5UOW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,16.0,0.0,7TE9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,4.0,2.0,2KIX,intravirion side,virion surface,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,10.0,0.0,6LBH,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.6,6.0,0.0,3H9V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,28.0,0.0,5TQQ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,24.0,0.0,7P5V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,49.0,3.0,7EEB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,8.0,13.0,6BQO,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,8.0,11.0,5KBN,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,8.0,11.0,6B24,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,8.0,13.0,7KKR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,24.0,0.0,3C02,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,20.0,1.0,7Z14,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,20.0,0.0,6CNJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,20.0,3.0,6USF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,2.0,6HJX,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,2.0,6SSI,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,3.0,6D6U,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,0.0,6X3S,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,20.0,0.0,8DD2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,20.0,0.0,6I53,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,0.0,7A5V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,20.0,0.0,7PC0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,20.0,2.0,7T0Z,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,20.0,0.0,4PIR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,22.0,2.0,7B9F,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,9.0,4X1H,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,7.0,7.0,6QNO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,7.0,12.0,6CMO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,7.0,10.0,8HS3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,13.0,1.0,3O0R,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,68.0,11.0,6NBY,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,81.0,0.0,6KMW,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,45.0,1.0,2O01,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,45.0,1.0,2WSC,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,45.0,0.0,6YAC,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,93.0,0.0,7COY,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,24.0,0.0,4MS2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,24.0,1.0,5KLB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,28.0,3.0,3JBR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,8.0,7.0,6NWR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.8,18.0,4.0,3SY7,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.4,18.0,5.0,3SY9,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.6,19.0,8.0,3SYB,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.3,18.0,3.0,2QTK,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
30.6,36.0,3.0,6RHZ,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,163.0,3.0,7WG5,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,93.0,0.0,7DWQ,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,157.0,7.0,7F9O,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,88.0,0.0,7F4V,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,72.0,0.0,1S5L,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,72.0,0.0,2AXT,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,68.0,0.0,7CZL,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,26.0,1.0,7DXA,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,70.0,0.0,4YUU,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.3,18.0,3.0,3SYS,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
22.0,17.0,3.0,3SZD,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.8,18.0,1.0,3SZV,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.0,18.0,3.0,3T0S,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
21.4,18.0,6.0,3T20,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.0,17.0,2.0,3T24,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.4,24.0,0.0,2O9D,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,48.0,2.0,5ZGB,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,63.0,2.0,6JO5,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,84.0,1.0,7DZ7,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,389.0,3.0,6K33,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,118.0,6.0,6JLU,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.6,45.0,1.0,7DKZ,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,104.0,0.0,6KAF,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,85.0,0.0,7D0J,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,3.0,20.0,2L35,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
39.8,3.0,3.0,4WOL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
37.0,2.0,18.0,7VU5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.5,2.0,3.0,3HD7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,1.0,27.0,2KOG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
20.8,2.0,8.0,2M8R,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
4.7,0.0,35.0,7BV6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,24.0,0.0,3NK5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.1,24.0,0.0,1Z98,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,24.0,0.0,3CLL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.2,18.0,1.0,3JTY,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.0,18.0,4.0,5DL7,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
21.4,18.0,3.0,5DL8,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.6,12.0,0.0,1TQQ,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
35.0,7.0,6.0,6OIK,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.2,13.0,1.0,6WXH,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:BETA-BARREL
26.8,12.0,0.0,4MT4,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.6,12.0,0.0,1YC9,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.7,12.0,0.0,1WP1,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
29.8,24.0,0.0,6QIM,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,24.0,0.0,5I32,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,28.0,4.0,6JP5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,28.0,2.0,7JPX,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,28.0,4.0,8E56,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.2,12.0,0.0,5AZO,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.4,12.0,1.0,5AZS,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.8,12.0,0.0,5BUN,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.3,12.0,1.0,4K7R,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.6,22.0,5.0,1UJW,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.4,22.0,5.0,2GSK,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
30.0,28.0,2.0,8EOG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,4.0,13.0,7KP4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,4.0,17.0,6OV2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,4.0,21.0,4P79,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,4.0,22.0,3X29,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,20.0,1.0,4WIS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.4,7.0,3.0,8GUT,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,20.0,0.0,6QM9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,20.0,2.0,6OY3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,20.0,1.0,5NL2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,20.0,1.0,5OYB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,20.0,1.0,6BGI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,28.0,3.0,8FD7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,27.0,3.0,7UHG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,28.0,1.0,8E59,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.8,7.0,9.0,7UL2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,24.0,3.0,7MIY,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.1,24.0,0.0,1FX8,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.1,24.0,0.0,1LDF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,2W2E,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,3ZOJ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,8.0,6.0,5N6M,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,0.0,7B5C,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,46.0,0.0,7C52,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,20.0,0.0,7ZK3,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,2.0,6E0H,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,20.0,1.0,6QPC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,29.0,4.0,7UEB,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,0.0,6P46,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,20.0,5.0,8B8G,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,0.0,6R7X,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,12.0,5.0,1RHZ,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,61.0,1.0,6ET5,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,42.0,2.0,6Z5S,stroma,thylakoid space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,43.0,1.0,7EQD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,43.0,1.0,7OY8,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,25.0,2.0,7VFS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,27.0,2.0,8EPL,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,27.0,3.0,7XLQ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,24.0,6.0,6KZO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,12.0,4.0,2YXR,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.1,11.0,5.0,3MP7,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.9,13.0,5.0,3DIN,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.6,7.0,13.0,7P00,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,3.0,6ITC,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.7,11.0,7.0,2ZJS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,7.0,19.0,7AUE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,13.0,5.0,5AWW,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,13.0,2.0,8DNV,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,15.0,12.0,6N3Q,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,15.0,5.0,6ND1,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,24.0,1.0,7WLI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,24.0,0.0,4HKR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
36.2,24.0,0.0,6BBF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,7.0,15.0,7R0C,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,24.0,0.0,6AKI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,27.0,2.0,7NL4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,29.0,2.0,7CJS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.9,30.0,0.0,3KCU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,30.0,1.0,3KLY,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,11.0,10.0,7AFT,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,7.0,17.0,7WJ5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,15.0,6.0,7KAH,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,5.0,12.0,3WO6,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,5.0,9.0,3WVF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,5.0,9.0,6AL2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,5.0,5.0,5Y83,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.4,7.0,5.0,7TMW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.0,5.0,1.0,6Y86,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,12.0,21.0,6SO5,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,30.0,0.0,3Q7K,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,30.0,0.0,3TDO,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,31.0,0.0,6VQQ,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,30.0,0.0,3K3F,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,30.0,0.0,4EZC,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,36.0,0.0,3UX4,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,42.0,3.0,7PIL,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.4,66.0,0.0,4AIP,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
30.2,10.0,10.0,6BUG,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,18.0,1.0,6VYI,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,15.0,4PGR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,4.0,42.0,5C8J,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,7.0,15.0,6B3J,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,12.0,5.0,3AQP,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,12.0,7.0,5YHF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,4.0,5XAM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.6,1.0,10.0,2L16,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,18.0,0.0,6VP0,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,9.0,26.0,2LZS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
